,date,temperature_2m_max,dew_point_2m_mean,et0_fao_evapotranspiration,soil_moisture_0_to_100cm_mean,wet_bulb_temperature_2m_mean
783,2020-02-23,14.0,6.3104167,1.3977,0.40580294,7.7979474
784,2020-02-24,11.4,6.485415,0.75713784,0.4055083,7.4997535
785,2020-02-25,7.85,1.6854167,1.1670282,0.4052259,3.2645273
786,2020-02-26,7.2,-0.84583324,1.2554845,0.4057987,1.2123936
787,2020-02-27,7.3,-0.29791668,0.9675469,0.40984288,1.4444252
788,2020-02-28,10.85,3.8500001,0.51986325,0.4111983,4.6002727
789,2020-02-29,10.6,2.6062503,1.6215196,0.41725835,4.740661
790,2020-03-01,9.35,-0.027083298,2.0169725,0.41548502,2.971001
791,2020-03-02,8.55,1.5083331,1.1781348,0.4151771,3.2003708
792,2020-03-03,9.1,0.98749995,1.1731408,0.41225412,2.449777
793,2020-03-04,8.25,2.3187501,0.6704962,0.4098992,2.975911
794,2020-03-05,6.4,4.2979164,0.36680242,0.41376042,4.6316795
795,2020-03-06,8.65,0.70624995,1.2885361,0.4174346,2.545962
796,2020-03-07,12.2,4.4249997,1.0850997,0.41150296,5.4072986
797,2020-03-08,11.65,5.6125007,1.6442548,0.41032,7.0143414
798,2020-03-09,10.4,3.5854166,1.3453842,0.40982834,5.173543
799,2020-03-10,14.2,9.954166,1.1508509,0.41356125,10.751203
800,2020-03-11,14.15,6.722917,1.8821464,0.41041255,8.346391
801,2020-03-12,10.2,0.066666625,2.5168533,0.4085751,3.5706942
802,2020-03-13,10.55,2.08125,1.5953335,0.4064513,4.228663
803,2020-03-14,12.55,6.183333,1.3415476,0.40797043,7.247446
804,2020-03-15,11.4,6.191666,1.0805523,0.40833712,7.173181
805,2020-03-16,11.25,2.3020835,1.5609976,0.4055567,4.0318856
806,2020-03-17,13.1,5.6979165,1.4671293,0.40188333,6.7760367
807,2020-03-18,14.05,8.393749,1.2106194,0.40065536,9.293939
808,2020-03-19,9.0,5.166666,0.7106959,0.4013184,6.0086117
809,2020-03-20,9.4,1.4791669,1.6159283,0.40002212,3.803994
810,2020-03-21,9.1,0.13750003,2.3660705,0.397633,3.269579
811,2020-03-22,9.5,0.36041668,2.1968143,0.3938996,2.948663
812,2020-03-23,11.35,-1.34375,2.3647037,0.3902866,2.0083754
813,2020-03-24,13.5,-0.39166668,2.482931,0.38642374,2.6891537
814,2020-03-25,12.45,-1.9958335,2.5636694,0.38493133,1.8539101
815,2020-03-26,11.8,-0.95833325,2.4797518,0.37982127,2.2710087
816,2020-03-27,12.9,0.70208335,2.6500413,0.37183252,3.6082532
817,2020-03-28,11.6,0.8833334,2.2172284,0.36777458,3.5906353
818,2020-03-29,7.3,-3.4437501,2.5220265,0.3647171,0.94153976
819,2020-03-30,9.05,0.8145833,1.4691921,0.36051962,2.8369312
820,2020-03-31,9.25,0.5833335,1.6826084,0.3560442,2.930526
821,2020-04-01,8.65,-0.2604167,1.5786926,0.35393462,1.8764458
822,2020-04-02,12.3,3.6541665,1.6484783,0.3537679,5.555243
823,2020-04-03,11.65,3.5645835,1.417862,0.349525,5.707405
824,2020-04-04,14.7,3.8333333,2.5091186,0.3407954,5.7899995
825,2020-04-05,19.15,4.6875,3.9039142,0.3341017,8.270061
826,2020-04-06,16.45,6.264583,2.4407558,0.3280221,8.935082
827,2020-04-07,18.0,5.6645837,2.958157,0.3234812,8.0658045
828,2020-04-08,21.5,7.8937507,3.1553335,0.3166413,10.136446
829,2020-04-09,21.3,7.1854167,3.5577052,0.30643544,9.736926
830,2020-04-10,21.1,7.5416665,3.547089,0.3001188,9.8860235
831,2020-04-11,22.8,7.7895827,3.316949,0.29482326,10.842683
832,2020-04-12,22.45,8.295833,3.521878,0.2851225,11.274402
833,2020-04-13,10.65,0.21249998,3.1323164,0.28274423,4.294682
834,2020-04-14,11.5,-0.91041666,3.0094457,0.28600377,3.2224324
835,2020-04-15,16.7,2.0645833,3.2767823,0.28520334,5.1382313
836,2020-04-16,20.2,5.50625,3.1089377,0.2800795,8.107413
837,2020-04-17,14.2,5.683334,2.1398394,0.2777504,7.424681
838,2020-04-18,14.35,6.6270843,1.7614877,0.2851992,7.851423
839,2020-04-19,16.9,4.325,3.5121543,0.28794375,7.145145
840,2020-04-20,16.35,3.0791667,4.123325,0.28320166,6.912785
841,2020-04-21,16.65,3.3833332,4.3859334,0.277127,7.6505704
842,2020-04-22,19.45,4.6625,4.323977,0.27114713,8.429078
843,2020-04-23,21.7,5.96875,4.2674804,0.26805836,9.345681
844,2020-04-24,20.45,5.795832,3.7062566,0.2628825,8.915967
845,2020-04-25,15.15,5.4750004,3.1397989,0.25998795,7.414562
846,2020-04-26,18.7,4.8354163,3.7912474,0.25905296,7.7328677
847,2020-04-27,17.85,5.9916673,2.7014751,0.25765625,8.601916
848,2020-04-28,9.85,6.9583335,0.8557759,0.26570463,7.591375
849,2020-04-29,14.05,6.6145835,1.8808063,0.2761025,7.9987826
850,2020-04-30,12.5,5.579167,1.8231852,0.28287503,6.958378
851,2020-05-01,14.0,5.527083,2.833818,0.28720587,7.557215
852,2020-05-02,15.15,4.4,2.740971,0.28865376,7.195568
853,2020-05-03,13.95,6.8104167,1.2287736,0.28795454,8.081227
854,2020-05-04,15.35,6.791666,2.781605,0.28606632,8.737791
855,2020-05-05,13.75,3.4895833,3.5470414,0.28406087,6.3563275
856,2020-05-06,16.45,4.7229166,3.7034247,0.28011164,7.202583
857,2020-05-07,21.4,6.829166,3.8247888,0.27532083,9.544771
858,2020-05-08,22.3,8.414583,4.021164,0.2709733,11.510343
859,2020-05-09,22.85,7.508333,4.8109555,0.2671875,11.120616
860,2020-05-10,18.9,5.9208336,2.8385255,0.2652638,8.251384
861,2020-05-11,11.75,-2.0979166,3.7114832,0.26661333,3.5095005
862,2020-05-12,13.3,0.64166665,3.2952359,0.26838085,4.5752754
863,2020-05-13,11.4,0.47291675,3.0496628,0.26666582,4.6071362
864,2020-05-14,12.55,0.32708332,3.1355023,0.26689705,4.2118964
865,2020-05-15,17.35,2.927083,3.5985024,0.2653479,6.4041862
866,2020-05-16,16.0,3.8791668,2.8025682,0.2644321,7.211044
867,2020-05-17,19.25,5.841667,4.267233,0.26183423,9.084868
868,2020-05-18,21.85,6.277084,5.119848,0.2598433,10.420369
869,2020-05-19,24.15,10.45625,4.44527,0.25790003,13.100227
870,2020-05-20,25.25,10.039584,5.2730184,0.25542995,13.430985
871,2020-05-21,25.4,9.381249,5.154652,0.25341833,13.336709
872,2020-05-22,20.6,8.060417,5.1629796,0.24994957,12.141849
873,2020-05-23,17.7,5.1499996,4.921478,0.24930662,9.307652
874,2020-05-24,20.4,7.9541664,3.6639662,0.2506159,11.224574
875,2020-05-25,23.9,8.047916,5.162927,0.25032586,11.994256
876,2020-05-26,24.75,8.533333,5.3021917,0.2500625,12.748607
877,2020-05-27,22.95,9.8625,4.0051475,0.24877127,13.008767
878,2020-05-28,20.1,6.6937504,5.0977726,0.2481829,10.532372
879,2020-05-29,21.55,5.5125003,5.408651,0.24687006,10.059962
880,2020-05-30,22.8,7.3729167,5.638407,0.24451756,11.326032
881,2020-05-31,22.8,6.8687496,6.0611124,0.24379708,11.491184
882,2020-06-01,23.9,8.462501,5.6040645,0.24421585,12.32856
883,2020-06-02,23.7,8.454167,5.0234246,0.24283041,12.375501
884,2020-06-03,18.3,9.495833,2.2169359,0.2423612,11.566524
885,2020-06-04,16.3,6.3687496,2.696459,0.24391711,8.988875
886,2020-06-05,16.15,4.491667,3.9843235,0.24540377,8.2932005
887,2020-06-06,13.9,4.9458337,2.8027754,0.24720545,7.6278687
888,2020-06-07,17.6,8.645833,2.7442555,0.2539763,10.035438
889,2020-06-08,15.65,6.5958343,2.8863223,0.25280878,9.0307455
890,2020-06-09,17.95,6.0145836,2.580761,0.25205874,9.334664
891,2020-06-10,14.4,10.16875,1.4439541,0.25533378,11.016632
892,2020-06-11,19.05,11.216667,2.8683908,0.26151085,12.38746
893,2020-06-12,20.65,12.810416,2.898143,0.26214716,13.900308
894,2020-06-13,22.15,11.775002,4.4667187,0.26255587,13.839352
895,2020-06-14,21.15,11.829166,3.9135942,0.25391832,13.626395
896,2020-06-15,21.85,11.737499,4.107365,0.24864297,13.745154
897,2020-06-16,21.7,13.181249,3.81486,0.2510696,14.419322
898,2020-06-17,20.95,13.462501,2.8896472,0.25188002,14.601017
899,2020-06-18,18.2,13.633334,2.063044,0.27212122,14.250735
900,2020-06-19,18.45,11.668751,2.9627845,0.2744067,13.051396
901,2020-06-20,19.65,11.925,3.5504084,0.27350956,13.488252
902,2020-06-21,20.85,11.002084,3.7193887,0.27146542,13.142947
903,2020-06-22,22.2,9.583333,4.824998,0.2677179,12.076431
904,2020-06-23,26.05,12.3708315,5.488399,0.2610604,15.04539
905,2020-06-24,29.65,13.897918,6.434475,0.25343838,16.938845
906,2020-06-25,29.95,14.275002,6.567269,0.24358459,17.506866
907,2020-06-26,28.2,14.702083,5.125852,0.23865336,16.954779
908,2020-06-27,19.65,12.55,2.9010742,0.23968755,13.944595
909,2020-06-28,18.45,8.372916,4.314768,0.24101251,11.328675
910,2020-06-29,19.05,7.664583,3.9596097,0.24076414,10.831284
911,2020-06-30,17.95,12.204166,2.1022964,0.23422001,13.45025
912,2020-07-01,19.8,12.285416,3.315267,0.2298613,14.006996
913,2020-07-02,19.9,11.566667,3.4730177,0.22948836,13.190716
914,2020-07-03,20.5,11.085416,3.8518932,0.23022084,12.999339
915,2020-07-04,21.05,14.766666,2.522033,0.23008668,15.832252
916,2020-07-05,20.35,10.162499,4.822682,0.23025797,13.124715
917,2020-07-06,18.95,7.7104163,3.8202524,0.22897415,10.933721
918,2020-07-07,20.2,9.214582,3.2578127,0.22812252,11.679017
919,2020-07-08,19.5,14.675,1.3638595,0.23667671,15.254149
920,2020-07-09,19.85,14.987499,1.8988982,0.24350373,15.704762
921,2020-07-10,17.75,9.025,3.4571989,0.24622335,11.478504
922,2020-07-11,18.8,7.9812503,3.523854,0.24320336,10.822406
923,2020-07-12,22.0,8.604167,4.1759,0.24043544,11.7923
924,2020-07-13,23.35,9.83125,4.6073465,0.23509006,13.049811
925,2020-07-14,19.8,12.135418,2.7430322,0.23575455,14.051059
926,2020-07-15,18.45,10.770833,2.4341536,0.23615916,12.665001
927,2020-07-16,22.0,12.885417,2.6956058,0.23670544,14.858426
928,2020-07-17,26.4,13.739583,4.697486,0.23685372,16.367445
929,2020-07-18,24.15,12.733335,4.5806446,0.23199956,15.045296
930,2020-07-19,20.05,11.908333,2.0365152,0.2319517,13.676648
931,2020-07-20,21.35,7.112499,4.7798486,0.23220378,10.878533
932,2020-07-21,20.3,7.5312495,4.195728,0.22971629,11.066236
933,2020-07-22,22.7,9.070834,4.219548,0.22728957,12.666129
934,2020-07-23,24.75,10.064584,5.2189045,0.22353749,13.664792
935,2020-07-24,23.7,13.831252,3.3968225,0.22313459,15.731395
936,2020-07-25,21.95,15.5125,2.1921744,0.22489166,16.363825
937,2020-07-26,20.75,12.0625,3.4102528,0.23635541,13.943851
938,2020-07-27,20.6,14.741668,2.0516863,0.23808543,15.658139
939,2020-07-28,19.65,9.327083,3.7437198,0.23702125,12.1267805
940,2020-07-29,22.15,9.187501,4.1486974,0.23360752,12.041561
941,2020-07-30,26.4,10.71875,4.9995584,0.22915374,14.177466
942,2020-07-31,33.85,13.683334,6.7241535,0.2196129,17.569109
943,2020-08-01,24.25,12.943751,4.0891123,0.21368583,15.721757
944,2020-08-02,21.8,9.508332,3.9295204,0.2138304,12.975867
945,2020-08-03,21.2,8.187499,4.16037,0.21397124,12.177522
946,2020-08-04,21.7,10.264582,3.7820866,0.21340586,13.084236
947,2020-08-05,24.35,12.058334,5.112453,0.21073921,15.020191
948,2020-08-06,27.25,16.087498,2.9739377,0.20974797,17.824121
949,2020-08-07,33.8,13.972917,5.627981,0.20543544,17.937506
950,2020-08-08,32.15,15.762501,4.969538,0.20819336,19.126478
951,2020-08-09,30.4,16.370832,5.3250766,0.21001379,18.79771
952,2020-08-10,32.6,17.333332,5.403553,0.20963794,20.071028
953,2020-08-11,32.75,17.4125,5.0091767,0.20658956,20.371965
954,2020-08-12,32.45,17.933332,5.056773,0.20411628,20.589931
955,2020-08-13,27.3,18.197912,3.365955,0.20435417,19.56102
956,2020-08-14,21.95,17.052084,1.7751247,0.22005917,17.713549
957,2020-08-15,21.5,17.725,1.4496083,0.2292338,18.183754
958,2020-08-16,23.8,16.964582,2.4172077,0.23905708,17.784021
959,2020-08-17,21.75,15.145835,2.862845,0.23843794,16.06246
960,2020-08-18,21.95,15.370833,2.5011203,0.24065416,16.239025
961,2020-08-19,20.35,16.935417,1.1355559,0.24590625,17.352621
962,2020-08-20,23.45,14.0354185,4.0521913,0.25123045,16.141855
963,2020-08-21,21.85,13.850001,4.268765,0.24123959,15.862889
964,2020-08-22,21.3,11.868749,4.036552,0.23608834,14.16293
965,2020-08-23,20.3,11.591666,3.211711,0.23284088,13.606823
966,2020-08-24,20.9,12.518749,2.645976,0.23044164,13.941625
967,2020-08-25,21.4,13.941667,2.7531097,0.23677291,15.18607
968,2020-08-26,20.5,11.235417,3.2973526,0.23935086,13.46693
969,2020-08-27,18.3,12.414582,1.7406884,0.23964001,13.306415
970,2020-08-28,17.7,11.120834,2.1100843,0.25609085,12.120357
971,2020-08-29,15.55,9.197917,2.0792637,0.26138875,10.637876
972,2020-08-30,16.65,8.479165,2.268575,0.26363543,10.477404
973,2020-08-31,16.05,7.2687497,1.984933,0.26182917,9.697795
974,2020-09-01,18.55,8.5875,2.5065262,0.26034752,10.974986
975,2020-09-02,19.3,11.189583,2.2577732,0.25641465,12.548848
976,2020-09-03,20.95,15.64375,1.3391608,0.2585221,16.258833
977,2020-09-04,17.65,11.512501,1.9590182,0.25918415,12.788559
978,2020-09-05,17.15,9.062501,2.5192635,0.25896212,10.956738
979,2020-09-06,18.3,9.385417,2.2973375,0.25526163,10.933385
980,2020-09-07,19.6,11.552083,2.1287053,0.25040126,12.783614
981,2020-09-08,23.55,15.90625,2.0413342,0.24915715,16.804047
982,2020-09-09,22.1,13.658334,2.1335926,0.24701165,14.955673
983,2020-09-10,18.4,8.010417,2.738475,0.24620377,10.3415575
984,2020-09-11,18.75,8.70625,2.7610674,0.24168587,10.8277235
985,2020-09-12,20.3,10.71875,2.644925,0.23916835,12.591774
986,2020-09-13,23.2,12.868751,3.0657465,0.2354617,14.315726
987,2020-09-14,27.0,12.922915,3.35714,0.22938794,14.837159
988,2020-09-15,27.95,15.960418,3.0468197,0.22024876,17.696909
989,2020-09-16,24.3,13.597915,3.3113701,0.21649502,15.758334
990,2020-09-17,20.4,9.45,3.3266234,0.21519713,11.978423
991,2020-09-18,20.15,9.5270815,3.3931532,0.21405084,11.933578
992,2020-09-19,23.25,10.795834,3.6973376,0.2120942,13.418353
993,2020-09-20,23.85,11.202084,3.3914864,0.21104707,13.77042
994,2020-09-21,22.7,12.058333,2.3731906,0.2101575,13.651576
995,2020-09-22,23.45,12.481251,2.838788,0.20862167,14.391919
996,2020-09-23,18.35,12.591666,1.3835713,0.20923209,13.464241
997,2020-09-24,15.6,7.389584,1.8034405,0.21298248,8.821193
998,2020-09-25,13.85,4.4354167,2.421857,0.21457916,7.100764
999,2020-09-26,13.0,3.627083,2.4510136,0.21488088,6.5135593
1000,2020-09-27,14.65,6.5229163,2.0263958,0.21578003,8.702708
1001,2020-09-28,18.15,7.720833,2.2698243,0.21595834,9.919506
1002,2020-09-29,17.7,12.072915,1.4465607,0.21791287,13.035748
1003,2020-09-30,18.3,11.291664,1.3543061,0.21938,12.285687
1004,2020-10-01,14.45,8.729168,1.5819081,0.22163911,10.067331
1005,2020-10-02,13.65,10.520834,0.63005483,0.23193793,11.010601
1006,2020-10-03,14.3,11.329166,0.821759,0.2643558,11.927067
1007,2020-10-04,10.75,8.154167,0.5861453,0.28799126,8.691804
1008,2020-10-05,16.75,9.458333,1.5785303,0.2944338,10.357397
1009,2020-10-06,15.75,9.920832,1.4223875,0.2954346,10.764743
1010,2020-10-07,15.25,7.8624997,1.667904,0.29508623,9.487554
1011,2020-10-08,16.85,11.533334,1.1330822,0.29845712,12.31031
1012,2020-10-09,13.85,6.8124986,1.0823188,0.30119586,7.650109
1013,2020-10-10,13.5,6.0562496,1.2270068,0.30186042,7.1440215
1014,2020-10-11,13.15,6.0062504,1.3363961,0.3016455,7.1552467
1015,2020-10-12,12.65,7.5624995,0.628731,0.30342752,8.172214
1016,2020-10-13,10.1,7.3166676,0.62158716,0.3075617,7.9005527
1017,2020-10-14,13.45,7.6229167,1.1720225,0.3119875,8.585183
1018,2020-10-15,12.15,6.4708333,1.1569145,0.31149623,7.5170836
1019,2020-10-16,12.55,6.2604165,1.0582193,0.31071833,7.520818
1020,2020-10-17,12.15,7.5145836,0.6656481,0.3107896,8.428508
1021,2020-10-18,12.3,6.766667,0.90038717,0.3104229,7.70812
1022,2020-10-19,14.45,6.8708344,1.6729532,0.3087158,8.64099
1023,2020-10-20,17.5,11.58125,1.4381077,0.3093609,12.650112
1024,2020-10-21,15.95,12.583332,0.65700334,0.31857917,13.035733
1025,2020-10-22,15.5,10.075,1.325458,0.32854128,11.010372
1026,2020-10-23,15.2,9.391666,1.1405922,0.32845378,10.35254
1027,2020-10-24,15.85,10.064583,1.1207598,0.3291404,11.023396
1028,2020-10-25,12.5,7.120833,1.1662302,0.3410646,8.25591
1029,2020-10-26,12.55,6.152084,0.9895455,0.3408363,7.1344643
1030,2020-10-27,13.8,7.6958337,0.6014015,0.34114543,8.336307
1031,2020-10-28,12.6,6.3375,1.2564037,0.3414329,7.6260986
1032,2020-10-29,13.95,9.404166,0.6633348,0.3440479,10.052425
1033,2020-10-30,15.9,13.006249,0.85579115,0.34500918,13.624496
1034,2020-10-31,15.85,10.045835,1.1032444,0.3469759,11.163753
1035,2020-11-01,16.9,11.8166685,1.264421,0.34957793,12.747063
1036,2020-11-02,16.95,8.981249,1.9046296,0.35068545,10.873753
1037,2020-11-03,10.1,4.1562495,0.9369143,0.35214248,5.4921174
1038,2020-11-04,10.7,3.3791666,0.8051011,0.352105,3.972173
1039,2020-11-05,9.0,3.9416664,0.5113348,0.35128793,4.0597343
1040,2020-11-06,11.0,3.7895834,0.74046004,0.3507583,4.6493154
1041,2020-11-07,14.85,7.5312505,0.7809475,0.35082173,7.8945518
1042,2020-11-08,14.9,10.724999,0.47063893,0.3502663,10.909259
1043,2020-11-09,16.7,12.114585,0.6402123,0.35154167,12.4011965
1044,2020-11-10,15.15,10.320833,0.63484657,0.35233,10.609739
1045,2020-11-11,13.65,9.441667,0.73196894,0.3523521,9.994092
1046,2020-11-12,12.45,7.3645844,1.02659,0.35344747,8.562603
1047,2020-11-13,13.15,8.020833,0.8330853,0.35238376,9.097821
1048,2020-11-14,14.6,10.722917,0.67428833,0.3562863,11.374862
1049,2020-11-15,14.2,8.068749,1.0804886,0.36561003,9.274299
1050,2020-11-16,12.6,7.1229167,1.0020192,0.36769918,8.374882
1051,2020-11-17,14.35,10.45625,0.7801948,0.36862218,11.1659355
1052,2020-11-18,15.05,8.895835,1.1365473,0.36805257,10.059983
1053,2020-11-19,9.55,3.7,0.7932567,0.36603174,5.0059
1054,2020-11-20,10.2,4.710417,0.34584892,0.36574247,5.1006484
1055,2020-11-21,12.65,8.21875,0.8058883,0.36570835,9.044173
1056,2020-11-22,11.2,6.889583,0.51293087,0.36494586,7.6011834
1057,2020-11-23,9.65,4.70625,0.4189281,0.36494133,5.100665
1058,2020-11-24,11.5,7.9187493,0.52379525,0.36487535,8.499246
1059,2020-11-25,13.25,8.202084,0.37711462,0.3637133,8.69942
1060,2020-11-26,8.25,3.5520837,0.34070247,0.3629245,3.9132292
1061,2020-11-27,7.35,3.8583333,0.23582721,0.36276403,4.1398473
1062,2020-11-28,11.0,6.8041654,0.3887876,0.36272034,6.9722
1063,2020-11-29,8.85,6.683334,0.27061158,0.36408043,6.852564
1064,2020-11-30,9.75,6.285416,0.32265404,0.36512294,6.6645083
1065,2020-12-01,7.6,1.9500002,0.54273003,0.3658317,2.944105
1066,2020-12-02,6.35,2.4375002,0.2744307,0.36519587,2.8586538
1067,2020-12-03,7.2,3.7229173,0.24601936,0.369545,4.1072564
1068,2020-12-04,5.0,2.0541668,0.27243942,0.38021418,2.5527694
1069,2020-12-05,7.15,1.43125,0.50916165,0.38097462,2.364928
1070,2020-12-06,5.05,1.8937498,0.27058846,0.38105538,2.116539
1071,2020-12-07,3.3,1.7020832,0.21254592,0.3820938,1.849413
1072,2020-12-08,4.6,1.5687499,0.26645386,0.3842537,1.8391348
1073,2020-12-09,6.55,3.2562501,0.3054796,0.3870233,3.7491024
1074,2020-12-10,7.8,4.658333,0.40012342,0.3858583,5.4067883
1075,2020-12-11,10.05,6.7187505,0.24988316,0.39192334,6.893154
1076,2020-12-12,9.2,5.0479164,0.30558276,0.39361128,5.439617
1077,2020-12-13,11.6,5.5812507,0.28714523,0.3938717,5.9408126
1078,2020-12-14,11.65,8.3,0.56869704,0.39662418,8.96615
1079,2020-12-15,10.45,6.664583,0.4297925,0.3980105,7.2545433
1080,2020-12-16,10.35,6.9375005,0.47006628,0.3976792,7.6079497
1081,2020-12-17,10.55,6.6749997,0.46758226,0.3978934,7.25872
1082,2020-12-18,11.85,8.729166,0.76477706,0.39590576,9.517034
1083,2020-12-19,11.35,7.63125,0.6960015,0.3980042,8.401208
1084,2020-12-20,9.75,5.635416,0.50229377,0.3965896,6.316789
1085,2020-12-21,13.9,9.675,0.36886218,0.3977979,10.08137
1086,2020-12-22,13.45,9.127083,0.3762548,0.39983043,9.660518
1087,2020-12-23,11.9,9.256251,0.2543641,0.40371707,9.568429
1088,2020-12-24,7.9,1.0979167,0.82744116,0.40474126,2.573926
1089,2020-12-25,3.75,-1.50625,0.50194615,0.4018217,-0.15794227
1090,2020-12-26,9.9,3.9437504,0.6098057,0.39798787,4.6586213
1091,2020-12-27,9.6,3.1125,0.6308443,0.40410912,3.983054
1092,2020-12-28,3.15,0.56875,0.20089355,0.40208247,0.794357
1093,2020-12-29,3.4,0.122916676,0.23954245,0.39952788,0.50039643
1094,2020-12-30,4.3,-0.56041664,0.266988,0.39839205,-0.23770118
1095,2020-12-31,1.9,-1.7604166,0.22811031,0.39549544,-1.3855987
1096,2021-01-01,4.1,0.3187499,0.15912326,0.39318836,0.48646033
1097,2021-01-02,4.25,0.7708333,0.28490135,0.39238998,1.2874416
1098,2021-01-03,5.05,0.6854167,0.2748109,0.39045796,1.0404019
1099,2021-01-04,4.45,1.2375,0.35887405,0.39165834,1.9358734
1100,2021-01-05,3.85,0.8625,0.3147468,0.39106917,1.4804645
1101,2021-01-06,4.85,1.10625,0.26168543,0.3943671,1.4585403
1102,2021-01-07,1.85,-1.8666667,0.2508355,0.39431295,-1.572637
1103,2021-01-08,1.85,-1.2208334,0.18457815,0.39427292,-1.0217334
1104,2021-01-09,2.35,-1.0958333,0.24873853,0.39154586,-1.0608921
1105,2021-01-10,2.45,-0.5,0.22059605,0.3902066,-0.3328307
1106,2021-01-11,8.2,3.7937498,0.5295085,0.38744417,4.2953906
1107,2021-01-12,8.85,4.2041664,0.3508726,0.38976458,4.6900167
1108,2021-01-13,8.9,4.5916667,0.1600523,0.391705,4.745017
1109,2021-01-14,8.85,3.9958336,0.1701724,0.40696,4.2363315
1110,2021-01-15,4.0,-0.081250004,0.33092755,0.40920627,0.6089397
1111,2021-01-16,7.1,2.125,0.3534524,0.4100225,2.9344082
1112,2021-01-17,7.25,2.1916668,0.49922058,0.40995297,2.941013
1113,2021-01-18,8.35,3.1833334,0.40488377,0.40772414,3.6597588
1114,2021-01-19,10.9,8.10625,0.73815763,0.40820876,8.756484
1115,2021-01-20,10.35,7.787499,0.755291,0.4105146,8.477279
1116,2021-01-21,8.65,2.5874999,0.90741074,0.41117164,3.8615522
1117,2021-01-22,6.65,0.8854167,0.53149986,0.4091138,1.5644088
1118,2021-01-23,3.55,-0.69374996,0.3420466,0.40949258,-0.3393844
1119,2021-01-24,1.95,-1.4729166,0.20462959,0.40675542,-1.1008345
1120,2021-01-25,4.55,-2.0249999,0.5646147,0.40482292,-1.0085716
1121,2021-01-26,5.8,0.7270832,0.30171794,0.40362176,1.2553531
1122,2021-01-27,9.35,7.118751,0.3013767,0.4060342,7.1934795
1123,2021-01-28,12.6,8.770833,0.6637922,0.41326416,9.276437
1124,2021-01-29,10.55,6.737499,0.6706525,0.4158609,7.488815
1125,2021-01-30,7.25,3.1750002,0.2686092,0.4190021,3.6129363
1126,2021-01-31,4.05,-0.089583315,0.5378428,0.41883543,0.9051288
1127,2021-02-01,4.7,2.3104167,0.3199599,0.4167675,2.7974818
1128,2021-02-02,12.6,7.431249,0.723096,0.41629997,7.9932175
1129,2021-02-03,9.3,5.8041673,0.45208812,0.41651165,6.328558
1130,2021-02-04,8.7,5.120834,0.29784557,0.41792417,5.4021745
1131,2021-02-05,9.85,4.99375,0.58965236,0.4186896,5.566067
1132,2021-02-06,8.0,3.6312504,0.5412992,0.4167416,3.8989336
1133,2021-02-07,3.85,-1.8666667,0.6708964,0.41743878,-0.5042172
1134,2021-02-08,-0.45,-4.327083,0.5850989,0.41340247,-2.9689157
1135,2021-02-09,0.2,-3.7729166,0.49667174,0.41061166,-2.7218378
1136,2021-02-10,0.0,-5.19375,0.64631635,0.40883338,-4.255693
1137,2021-02-11,-0.65,-7.1562495,0.62547076,0.4058638,-6.062931
1138,2021-02-12,0.3,-6.285417,0.8122627,0.40392748,-4.311893
1139,2021-02-13,0.15,-7.7625003,0.91320395,0.40208825,-4.800025
1140,2021-02-14,5.25,-3.4583328,1.275516,0.4005588,-0.3538182
1141,2021-02-15,12.65,7.0916667,0.78709257,0.40292838,7.7082124
1142,2021-02-16,10.65,7.027084,0.6538373,0.4015775,7.6655507
1143,2021-02-17,10.65,7.2479157,0.69731116,0.4036633,7.8856406
1144,2021-02-18,11.25,4.2291665,1.2186885,0.40271047,5.823612
1145,2021-02-19,10.55,5.314584,1.0016018,0.39879456,6.4237237
1146,2021-02-20,13.95,6.8374996,2.0567272,0.39900708,9.050989
1147,2021-02-21,14.25,7.7749996,1.1829755,0.39708877,8.880105
1148,2021-02-22,12.1,7.6895823,0.5674273,0.39623538,8.241584
1149,2021-02-23,12.6,5.8541665,1.8299676,0.39286378,7.472088
1150,2021-02-24,14.1,6.954167,2.1279714,0.3927083,9.176909
1151,2021-02-25,12.0,5.7625003,0.9817358,0.39137998,7.2089047
1152,2021-02-26,10.8,1.24375,1.3531106,0.38961458,2.7859733
1153,2021-02-27,11.65,2.4145832,1.3055906,0.3882662,3.575997
1154,2021-02-28,9.4,3.1041663,0.94163084,0.39049208,3.6410716
1155,2021-03-01,9.65,3.8083334,1.0935833,0.3818175,4.4616666
1156,2021-03-02,9.75,3.2395833,0.9138246,0.3729737,3.6348705
1157,2021-03-03,13.1,4.8750005,0.81780934,0.37053418,5.1964426
1158,2021-03-04,5.8,2.6166668,0.67475235,0.37471792,3.6140764
1159,2021-03-05,5.75,-1.6979166,1.2143987,0.37727168,0.96640015
1160,2021-03-06,6.35,-0.6104166,0.88697076,0.37431753,0.95567775
1161,2021-03-07,5.65,-1.8333334,1.0516628,0.36980918,0.21103747
1162,2021-03-08,9.0,0.79999995,1.0059493,0.36527798,1.9524416
1163,2021-03-09,11.8,1.6354166,1.701184,0.3679721,3.348274
1164,2021-03-10,10.75,5.179167,0.7762877,0.36420003,6.0525823
1165,2021-03-11,11.0,3.9729166,2.0445836,0.36461508,6.01157
1166,2021-03-12,9.85,2.3187501,1.830985,0.36629,4.4224787
1167,2021-03-13,9.05,1.1020833,2.010936,0.3680538,3.637084
